"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"ERX5202463","NextSeq 500 paired end sequencing","Vulpes lagopus","NextSeq 500","Swedish museum of Natural HIstory","ERP127336","Genomic and fitness consequences of inbreeding in an endangered carnivore","ERS5890202","","24780.12","1","208006779","62812985873","unspecified","WGS","GENOMIC","PCR"
